YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LATITUDE,LONGITUDE,DEPTH,MAGNITUDE
2007,JAN,1,3,57,6.5,38.73,24.29,29,3
2007,JAN,1,4,13,15.7,38.97,21.13,35,3.1
2007,JAN,1,13,5,14.6,38,22.18,35,2.8
2007,JAN,1,14,55,36,38.6,21.45,21,3.8
2007,JAN,1,15,27,48.7,34.72,24.12,23,3.5
2007,JAN,2,1,40,20,37.02,22.81,4,3.1
2007,JAN,2,6,33,28.2,40.59,24.09,28,3.2
2007,JAN,2,17,33,29.8,35.26,25.88,10,3.5
2007,JAN,2,18,57,14.4,34.88,25,29,3.1
2007,JAN,3,3,19,58.5,39.04,22.16,17,3.1
2007,JAN,3,10,33,7.9,34.74,24.75,40,3.5
2007,JAN,3,15,4,4.9,35.37,23.29,10,3.4
2007,JAN,3,16,58,19.8,37.53,27.28,7,3.4
2007,JAN,3,18,18,34.5,36.54,21.74,26,3.8
2007,JAN,3,23,5,59.7,37.62,23.7,14,2.2
2007,JAN,4,0,16,55.2,35.48,25.92,20,3.1
2007,JAN,4,0,32,0,38.3,22.58,5,2.8
2007,JAN,4,2,22,51.8,38.37,21.86,5,3.3
2007,JAN,4,3,23,9.5,37.91,23.69,5,1.2
2007,JAN,4,5,12,22.1,37.92,23.33,16,3.2
2007,JAN,4,7,57,8.3,37.37,21.56,15,3.3
2007,JAN,4,14,11,44.1,34.88,25.88,14,3.3
2007,JAN,4,14,33,38.1,35.11,27.21,27,3.4
2007,JAN,4,14,55,24.6,36.29,21.92,10,3.2
2007,JAN,4,17,16,7.5,37.91,23.24,14,2.3
2007,JAN,4,17,42,54.7,34.91,23.61,45,3.3
2007,JAN,4,20,12,37.1,36.87,25.25,150,3.5
2007,JAN,4,20,41,40.9,34.89,24.13,48,3.2
2007,JAN,4,22,47,39.1,36.96,21.07,25,3.2
2007,JAN,5,0,23,24.4,40.79,20.64,14,3.2
2007,JAN,5,1,2,15.6,37.98,23.48,4,2.4
2007,JAN,5,2,11,37.7,38.24,22.16,16,3.1
2007,JAN,5,4,53,32.4,39.09,20.59,29,3.1
2007,JAN,5,5,38,7.9,36.71,22.31,10,2.9
2007,JAN,5,7,55,44.4,34.74,25.11,10,3
2007,JAN,5,10,19,24.2,38.04,21.72,41,3
2007,JAN,5,19,11,18.2,38.69,22.99,40,2.8
2007,JAN,5,19,49,31.6,36.33,22.11,10,3
2007,JAN,5,20,19,58.8,39.93,20.68,12,3.1
2007,JAN,5,20,52,21.4,39.94,20.66,5,2.8
2007,JAN,5,21,15,5.4,39.92,20.61,9,2.7
2007,JAN,5,22,51,54,37.81,21.08,5,3.4
2007,JAN,6,1,13,0,37.96,22.07,22,3.1
2007,JAN,6,1,26,49.5,35.28,27.02,23,3.6
2007,JAN,6,1,27,44.8,40.37,21.6,23,3.2
2007,JAN,6,2,24,5.8,38.99,26.03,11,3.2
2007,JAN,6,4,11,20.4,38.95,22.53,25,3.2
2007,JAN,6,8,50,21.3,38.76,23.23,15,2.7
2007,JAN,6,9,14,50.5,35.87,27.26,4,3.1
2007,JAN,6,12,0,9.6,35.85,27.22,20,3.5
2007,JAN,6,12,5,30.2,35.87,27.22,4,3
2007,JAN,6,20,6,36.4,36.85,27.32,29,3.4
2007,JAN,7,6,1,54.3,41.6,23.88,11,3.1
2007,JAN,7,12,14,16.6,38.54,22.02,59,3.3
2007,JAN,7,14,7,11.5,37.1,21.93,26,3.2
2007,JAN,7,14,47,3.9,38.36,22.03,13,3.8
2007,JAN,7,15,23,0.6,38.33,22.03,10,3.1
2007,JAN,7,15,30,35,38.37,22.01,17,3.2
2007,JAN,7,15,56,22.9,38.4,21.98,27,3.3
2007,JAN,7,16,28,53.5,38.19,20.63,17,3.4
2007,JAN,7,16,59,37.6,38.35,22.02,6,2.8
2007,JAN,7,17,18,53.7,38.34,22.05,24,3
2007,JAN,7,17,25,53.9,38.36,22.04,28,3.1
2007,JAN,7,17,54,16.4,38.38,22.04,23,3.3
2007,JAN,7,18,0,29.9,38.75,22.24,22,2.7
2007,JAN,7,18,28,23.1,38.29,22.03,17,3
2007,JAN,7,19,39,38,39.88,20.67,19,3.2
2007,JAN,7,20,35,14.4,38.27,22.11,26,2.9
2007,JAN,7,20,45,53.9,39.29,27.02,10,3.2
2007,JAN,7,20,51,50.7,38.37,22.05,17,3.2
2007,JAN,7,20,56,31.8,38.4,22,10,2.6
2007,JAN,7,21,6,56.4,38.36,22.03,33,3
2007,JAN,7,21,9,44,37.14,23,42,3.1
2007,JAN,7,23,36,8.4,38.36,22.01,30,3
2007,JAN,8,1,56,9,38.14,22.49,10,3.3
2007,JAN,8,3,15,28.9,39.58,26.11,30,3.3
2007,JAN,8,3,35,46,39.45,25.8,31,3.9
2007,JAN,8,3,44,43.6,39.67,26.23,18,3.5
2007,JAN,8,3,56,18.5,39.67,25.87,5,3.2
2007,JAN,8,4,5,38,38.38,22.03,18,3.4
2007,JAN,8,4,24,27.9,38.4,21.75,31,2.7
2007,JAN,8,4,26,59.9,39.51,25.85,25,3.4
2007,JAN,8,4,48,27.2,38.37,22.02,23,3.2
2007,JAN,8,5,2,1.9,38.71,22.46,3,2.5
2007,JAN,8,5,7,25.6,39.57,26.1,31,3.8
2007,JAN,8,5,43,50.6,39.65,26.02,12,3.2
2007,JAN,8,7,43,56.5,38.35,22.04,31,3.1
2007,JAN,8,8,12,10.4,38.37,22.02,25,3.4
2007,JAN,8,9,23,10.9,38.4,21.94,33,3.2
2007,JAN,8,10,35,54.7,38.37,22.03,31,3.1
2007,JAN,8,12,26,9,38.43,21.98,10,3.1
2007,JAN,8,15,7,55,40.17,21.74,26,3
2007,JAN,8,16,13,2.8,35.1,23.03,10,3.4
2007,JAN,8,19,33,59.2,37.67,23.65,23,3
2007,JAN,8,19,40,25.5,38.14,23.54,19,2.2
2007,JAN,8,21,10,17.4,38.59,23.68,25,2.7
2007,JAN,8,23,33,27.9,39.11,24.16,31,3.3
2007,JAN,8,23,58,32,35.6,23.39,30,3
2007,JAN,9,1,42,27.8,38.43,21.81,22,3.3
2007,JAN,9,3,18,18.2,39.48,25.79,27,3.7
2007,JAN,9,5,18,33.6,37.06,28.29,21,3.3
2007,JAN,9,9,4,58.5,35.25,26.27,10,3.2
2007,JAN,9,9,55,29.2,36.7,21.55,31,3.4
2007,JAN,9,10,53,35.5,38.4,25.93,20,3.2
2007,JAN,9,11,14,11.3,38.69,27.29,10,3.3
2007,JAN,9,12,49,41.7,37.64,20.27,3,3.9
2007,JAN,9,13,15,11.3,38.2,20.32,38,3.2
2007,JAN,9,13,27,59.8,38.39,22.02,24,2.9
2007,JAN,9,15,26,7.6,37.83,23.33,3,2.2
2007,JAN,9,15,54,47.3,35.89,23.61,3,3.2
2007,JAN,9,16,7,56.3,38.4,22.06,27,3
2007,JAN,9,18,35,39.1,38.59,23.67,20,2.7
2007,JAN,9,19,55,22.7,38.46,25.47,51,3.4
2007,JAN,9,20,47,29.5,39.34,23.5,13,3
2007,JAN,9,22,18,37,38.62,23.79,21,3.1
2007,JAN,9,22,34,56.1,38.63,23.77,18,3.3
2007,JAN,9,22,37,1.6,38.61,23.76,22,3.9
2007,JAN,9,22,39,25.8,38.6,23.74,24,3
2007,JAN,9,23,9,20,36.21,22.7,116,3.6
2007,JAN,9,23,41,52.9,36.8,26.6,10,3.2
2007,JAN,10,0,25,15.5,41.24,22.87,27,3.4
2007,JAN,10,0,26,36.5,38.19,25.04,45,3.4
2007,JAN,10,0,26,39.8,38.48,24.83,10,3.3
2007,JAN,10,0,26,48,37.71,24.09,10,3.5
2007,JAN,10,0,27,9.6,34.87,24.81,10,3.4
2007,JAN,10,1,53,52.6,38.61,23.73,2,2.8
2007,JAN,10,1,54,53.7,38.61,23.78,21,4.1
2007,JAN,10,1,57,31.6,38.53,23.57,49,2.7
2007,JAN,10,3,38,7.6,38.34,22.06,8,2.9
2007,JAN,10,3,45,55.7,37.56,21.37,10,3.1
2007,JAN,10,3,48,19.5,36.07,23.48,10,3
2007,JAN,10,8,16,11.1,37.5,22.82,10,2.9
2007,JAN,10,11,44,19.2,38.08,23.53,5,2
2007,JAN,10,14,7,8.2,38.36,22.02,18,3.4
2007,JAN,10,14,15,21.6,38.38,22.04,21,3.5
2007,JAN,10,14,21,40.6,38.37,22.05,23,3.2
2007,JAN,10,16,22,16.4,38.31,22.85,22,2.8
2007,JAN,10,17,23,25.1,38.13,25.14,30,3.3
2007,JAN,10,17,52,44,39.7,21.85,10,3.3
2007,JAN,10,19,16,21.3,38.35,21.75,5,3.2
2007,JAN,10,19,52,9,38.37,21.99,31,3
2007,JAN,10,20,13,34,38.27,22.12,16,3
2007,JAN,10,23,56,55.8,37.9,23.66,2,1.8
2007,JAN,11,0,28,2.9,38.26,22.16,22,2.8
2007,JAN,11,0,31,37.2,39.47,23.79,28,3.2
2007,JAN,11,0,44,26.3,35.71,27.4,30,3.3
2007,JAN,11,2,18,42.8,37.77,23.71,5,1.9
2007,JAN,11,2,19,29.6,35.89,27.18,4,3
2007,JAN,11,2,42,4.9,38.26,22.08,10,2.7
2007,JAN,11,3,4,27.5,37.76,23.76,5,1.9
2007,JAN,11,5,50,39.5,35.02,22.48,38,3.8
2007,JAN,11,6,9,42.1,39.89,20.67,5,2.8
2007,JAN,11,6,25,48,38.24,22.33,28,2.9
2007,JAN,11,8,9,21.5,38.28,22.16,14,3
2007,JAN,11,10,30,8.1,37.45,21.98,4,2.8
2007,JAN,11,12,23,42.3,38.37,21.99,30,2.9
2007,JAN,11,14,56,48.8,38.28,22.11,5,3.2
2007,JAN,11,15,51,32.5,38.36,22.07,12,3.1
2007,JAN,11,16,6,4,34.44,25.24,4,3
2007,JAN,11,16,6,56.4,39.95,24.03,27,3.7
2007,JAN,11,16,24,38.9,38.35,21.89,11,3.1
2007,JAN,11,16,25,6.5,39.55,21.26,50,2.8
2007,JAN,11,16,26,57.3,38.39,22.04,18,3
2007,JAN,11,16,35,48,38.35,22.06,25,3.1
2007,JAN,11,16,55,48.6,39.31,23.42,20,3
2007,JAN,11,17,40,18.1,38.26,22.05,14,3
2007,JAN,11,19,25,31.6,38.85,20.64,31,3.4
2007,JAN,11,23,30,16.1,38.3,22.12,19,3.1
2007,JAN,11,23,42,28.8,38.36,22.03,30,3
2007,JAN,12,2,25,0.6,38.41,21.93,28,2.9
2007,JAN,12,2,27,49.2,36.12,23.53,10,2.8
2007,JAN,12,3,43,53.5,38.08,27.29,31,3.1
2007,JAN,12,3,53,2.6,38.34,22.1,25,3
2007,JAN,12,4,45,46,35.79,27.36,29,3.5
2007,JAN,12,6,47,54.4,38.37,22.04,25,2.9
2007,JAN,12,7,16,49.7,38.43,21.81,31,2.7
2007,JAN,12,8,12,16.5,38.32,22.1,24,2.9
2007,JAN,12,10,25,50.5,38.3,22.04,23,3.2
2007,JAN,12,15,52,59.8,37.69,21.78,23,3.4
2007,JAN,12,18,46,4.5,38.69,23.79,16,2.8
2007,JAN,12,19,42,29.4,40.62,21.18,10,3.3
2007,JAN,12,20,37,39.5,38.37,22.01,21,2.9
2007,JAN,12,20,59,35.4,34.26,26.45,13,3.6
2007,JAN,12,21,32,53.8,37.64,22.82,26,2.8
2007,JAN,12,21,56,20.9,38.41,22.01,20,3.2
2007,JAN,13,2,10,10.4,37.69,20.89,16,3.8
2007,JAN,13,6,41,58.5,35.04,26.42,17,3.3
2007,JAN,13,6,43,10.6,35,26.42,40,3.2
2007,JAN,13,7,39,50.6,34.84,26.01,17,3.2
2007,JAN,13,11,12,43.3,35.48,23.51,8,3.4
2007,JAN,13,12,12,47.4,37.62,21.07,4,3.6
2007,JAN,13,15,10,32.6,38.34,22.05,21,3.1
2007,JAN,13,15,15,53.2,37.38,20.74,8,3.3
2007,JAN,13,17,12,36.8,40.57,27.11,43,3.4
2007,JAN,13,20,49,29.5,38.38,22.03,23,3.1
2007,JAN,13,22,1,14.6,38.38,22.04,19,3.1
2007,JAN,13,22,37,33.8,38.64,20.55,18,3.2
2007,JAN,13,23,1,23.5,38.37,22.04,17,3.5
2007,JAN,14,0,21,26.8,36.35,22.87,25,2.8
2007,JAN,14,2,50,38.6,38.35,22.04,31,2.9
2007,JAN,14,4,39,41.8,38.89,21.18,31,3.4
2007,JAN,14,5,30,38.8,38.36,22.04,31,3.1
2007,JAN,14,7,41,54.2,39.97,23.2,31,3.4
2007,JAN,14,7,52,28.5,38.39,21.98,32,3.1
2007,JAN,14,7,57,5.4,41.38,24.59,15,3.3
2007,JAN,14,9,9,23,35.3,23.38,3,3.8
2007,JAN,14,9,49,25.2,38.36,22.03,31,3.1
2007,JAN,14,11,46,33.7,38.37,22,34,3.3
2007,JAN,14,11,59,1.3,38.36,22.05,18,3.2
2007,JAN,14,12,18,34.8,38.04,27,56,3.2
2007,JAN,14,12,27,53.1,38.37,22.01,21,3.2
2007,JAN,14,13,25,40.6,38.34,22.08,25,3.3
2007,JAN,14,16,35,48.4,40.68,27.3,15,3.9
2007,JAN,14,16,43,1.6,35.06,23.2,85,4.1
2007,JAN,14,17,1,38.1,38.38,22.03,25,3.3
2007,JAN,14,19,23,33.6,38.35,22.05,31,3.2
2007,JAN,14,19,29,12.2,38.37,22.02,35,3.1
2007,JAN,14,19,45,45.1,37.75,20.91,7,3.4
2007,JAN,14,20,4,36.3,38.38,21.99,28,3.3
2007,JAN,14,23,58,9.2,38.09,21.2,12,3.2
2007,JAN,15,0,55,18.8,37.47,21.07,15,3.2
2007,JAN,15,1,5,23.8,38.05,21.19,14,3.3
2007,JAN,15,1,17,33.1,38.37,22.02,35,3.2
2007,JAN,15,3,13,45.8,36.06,22.4,13,3.4
2007,JAN,15,3,43,20.4,37.42,20.74,6,3.3
2007,JAN,15,4,3,23.1,38.37,22,31,3.2
2007,JAN,15,6,56,47,35.42,23.56,33,3.3
2007,JAN,15,7,20,23.7,38.37,22.05,25,3.1
2007,JAN,15,8,50,26.5,38.38,22.03,19,3.2
2007,JAN,15,11,50,20.7,38.05,27.23,33,3.5
2007,JAN,15,13,44,33.7,36.53,26.85,4,3.1
2007,JAN,15,17,17,2.1,34.84,25.5,36,3.4
2007,JAN,15,17,50,48.7,36.56,21.65,5,3.4
2007,JAN,15,18,36,19.9,39.38,19.61,28,3.1
2007,JAN,15,19,49,35.2,34.34,26.08,5,3.1
2007,JAN,15,20,20,31.1,34.84,25.43,34,4.1
2007,JAN,15,20,48,24.3,37.33,20.48,10,3.2
2007,JAN,15,22,57,35.4,40.63,22.44,41,3
2007,JAN,15,22,58,20.8,37.84,23.63,22,1.9
2007,JAN,16,0,26,50.9,37.9,23.52,4,1.6
2007,JAN,16,1,8,38,38.88,21.98,16,3.3
2007,JAN,16,1,21,6,37.89,23.49,19,1.9
2007,JAN,16,8,34,25.5,38.98,22.15,5,3.4
2007,JAN,16,12,53,22.2,35.72,27.39,30,3
2007,JAN,16,16,10,49.1,38.8,25.46,29,3.6
2007,JAN,16,16,14,37.6,38.75,25.33,15,3.3
2007,JAN,16,18,13,59.5,40.21,19.56,16,3.2
2007,JAN,16,20,17,29.6,38.41,21.96,16,3.3
2007,JAN,16,20,54,12,34.7,24.94,14,3.3
2007,JAN,16,21,2,14.4,38.69,22,22,3.2
2007,JAN,16,21,39,35.9,39.3,20.58,18,3.3
2007,JAN,16,21,48,31.1,39.12,20.82,5,3.2
