YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LATITUDE,LONGITUDE,DEPTH,MAGNITUDE
2019,JAN,1,0,14,46.9,37.5752,20.4095,15,2.3
2019,JAN,1,0,26,23.7,37.2833,20.6303,14,2.8
2019,JAN,1,1,3,16.1,37.179,20.5853,10,3.9
2019,JAN,1,2,33,42.6,37.1488,20.5865,9,2.8
2019,JAN,1,2,39,50.7,37.2075,20.6695,12,2.7
2019,JAN,1,7,24,58.7,37.1175,20.5343,9,3.1
2019,JAN,1,7,32,49.8,35.7122,23.106,10,2.5
2019,JAN,1,8,54,40.3,37.1367,20.5608,10,3
2019,JAN,1,9,5,54.2,37.544,20.638,8,2.8
2019,JAN,1,10,5,40.2,37.5847,20.7918,8,2.4
2019,JAN,1,10,7,49.6,37.2602,20.5802,11,2.6
2019,JAN,1,10,12,17.4,36.6497,25.7643,16,2.9
2019,JAN,1,10,45,41.4,37.3902,20.6975,11,2.8
2019,JAN,1,11,32,36.5,37.264,20.582,11,2.6
2019,JAN,1,11,40,4.9,34.6277,23.8115,12,4.6
2019,JAN,1,12,2,59.4,37.0353,20.5718,7,2.6
2019,JAN,1,21,19,36,37.1188,20.5447,10,2.5
2019,JAN,1,21,28,42.1,37.5595,20.7803,14,2.8
2019,JAN,2,4,16,14.7,37.568,20.7042,13,2.4
2019,JAN,2,4,21,42,37.5377,21.1318,34,1.8
2019,JAN,2,4,57,10,39.5655,24.2613,14,2.4
2019,JAN,2,5,29,37.4,39.5605,24.296,13,2.1
2019,JAN,2,5,47,30.2,38.4313,21.977,9,1.9
2019,JAN,2,6,2,22.7,37.1437,20.4952,16,2.2
2019,JAN,2,6,7,46.7,35.1462,23.2768,15,3.7
2019,JAN,2,6,56,51.3,39.1248,23.3707,14,2.2
2019,JAN,2,7,10,3.9,37.6455,20.5387,14,2.7
2019,JAN,2,8,14,0.8,37.2973,20.8218,9,2.3
2019,JAN,2,8,15,52,37.3062,20.751,11,2.4
2019,JAN,2,8,37,46.2,37.4122,20.6027,15,2.6
2019,JAN,2,9,8,37.8,37.3943,20.7212,15,2.5
2019,JAN,2,10,4,11.5,37.6023,20.609,13,2.4
2019,JAN,2,10,11,13.4,37.3945,20.5183,10,2.4
2019,JAN,2,11,11,6.2,37.6628,20.3422,10,2.9
2019,JAN,2,11,39,18.3,37.2033,20.6545,12,2.7
2019,JAN,2,12,31,21.8,37.302,20.654,13,2.5
2019,JAN,2,14,48,58.1,37.455,20.468,14,2.8
2019,JAN,2,14,52,49.6,35.7092,30.4603,15,3.6
2019,JAN,2,15,11,56.5,39.5602,24.2938,15,1.7
2019,JAN,2,15,14,38.5,37.6482,20.6798,13,2.7
2019,JAN,2,16,28,18.8,37.4765,20.4523,9,2.9
2019,JAN,2,16,37,40.1,37.6092,20.7225,18,2.4
2019,JAN,2,16,58,46.1,37.05,21.0678,13,2.3
2019,JAN,2,17,6,6.1,37.7163,20.6502,17,1.9
2019,JAN,2,17,43,0.9,37.6368,20.4493,17,2.3
2019,JAN,2,17,57,10.6,37.738,21.1812,16,2.1
2019,JAN,2,17,58,48.5,37.3682,20.6142,12,2.8
2019,JAN,2,18,37,49.3,34.7557,23.895,28,2.9
2019,JAN,2,19,28,20.1,38.5085,21.9887,14,2
2019,JAN,2,19,39,20.1,37.5697,20.375,12,2.6
2019,JAN,2,20,19,27.2,37.6467,20.5367,12,2.4
2019,JAN,2,20,34,16.1,37.5983,20.3675,13,2.2
2019,JAN,2,23,59,33.7,39.5505,24.2678,11,1.6
2019,JAN,3,1,14,18.5,37.183,20.6213,12,2.7
2019,JAN,3,1,18,38.7,39.2847,24.0132,8,1.7
2019,JAN,3,1,22,22.4,37.3582,20.7813,11,1.9
2019,JAN,3,1,22,38.4,35.1225,23.2223,46,2.6
2019,JAN,3,2,24,38.7,37.6008,20.3493,11,2.3
2019,JAN,3,2,27,54.1,37.4304,20.4163,9,2.4
2019,JAN,3,3,26,58.5,37.42,20.4558,8,2.6
2019,JAN,3,3,42,49.2,38.8592,26.4458,15,2.2
2019,JAN,3,4,4,49.2,38.8652,26.4503,17,2.3
2019,JAN,3,4,29,31.9,35.2845,27.175,16,2.4
2019,JAN,3,5,15,4.6,37.6577,20.4075,11,2.5
2019,JAN,3,5,33,23,37.3838,20.5527,12,2.7
2019,JAN,3,6,23,10.8,36.8163,21.9322,17,2.9
2019,JAN,3,6,38,7.5,37.665,20.7353,8,2.5
2019,JAN,3,7,13,43.3,37.4087,20.8063,10,2.7
2019,JAN,3,7,40,40.7,37.6015,20.6195,12,2.6
2019,JAN,3,8,0,26.8,37.5788,20.4113,10,2.5
2019,JAN,3,8,12,58.7,37.4262,20.3238,15,2.2
2019,JAN,3,8,29,23.8,37.4375,20.5518,16,2.4
2019,JAN,3,8,51,43.5,37.815,20.4887,24,1.9
2019,JAN,3,9,3,3.9,37.4627,20.5282,13,2.2
2019,JAN,3,9,29,8.4,37.2052,21.1417,17,2.8
2019,JAN,3,9,54,37.8,37.6638,20.5375,15,2.6
2019,JAN,3,10,24,25.8,37.5475,20.3745,11,2.2
2019,JAN,3,11,10,43.3,37.312,20.6392,16,3.2
2019,JAN,3,11,30,16.9,37.3043,20.6605,12,3.7
2019,JAN,3,11,36,19.3,37.7125,20.588,17,2.7
2019,JAN,3,12,28,55.1,37.171,20.5673,14,2.9
2019,JAN,3,13,38,1,37.587,20.7385,16,2.3
2019,JAN,3,13,48,32.6,37.4352,20.5405,18,2.4
2019,JAN,3,14,14,36.3,37.1685,20.5515,9,2.9
2019,JAN,3,15,5,24.7,37.1603,20.5885,12,2.6
2019,JAN,3,15,6,33.5,39.5487,24.1703,43,2.4
2019,JAN,3,15,41,16.4,37.3113,20.6698,10,2.4
2019,JAN,3,16,25,52.9,35.6593,21.9358,10,3.2
2019,JAN,3,16,27,56.3,39.5055,26.1823,28,3.4
2019,JAN,3,16,28,6,38.4793,21.6667,18,2
2019,JAN,3,16,41,24.2,38.4868,21.6923,18,2
2019,JAN,3,17,4,46.4,37.1778,20.5257,9,2.7
2019,JAN,3,17,14,31.5,37.6553,20.5263,12,2.3
2019,JAN,3,18,9,59.5,37.1337,20.5058,11,2.7
2019,JAN,3,18,42,4,37.315,20.676,15,3.2
2019,JAN,3,18,56,39.4,37.6117,20.4568,12,2.5
2019,JAN,3,19,26,58.3,37.3882,20.5075,9,2.9
2019,JAN,3,19,54,49.8,37.564,20.7555,9,2.8
2019,JAN,3,20,3,19.4,37.491,20.5477,9,2.6
2019,JAN,3,20,29,5.2,37.4215,20.928,12,2.4
2019,JAN,3,20,36,46.9,37.3872,20.7717,17,2.8
2019,JAN,3,20,47,57.3,38.6103,21.48,33,3
2019,JAN,3,22,35,22.9,38.068,23.7442,13,1.6
2019,JAN,3,22,44,27.4,37.6122,20.6248,10,3.1
2019,JAN,3,22,48,51.3,37.1353,20.528,11,2.8
2019,JAN,3,22,50,1.5,37.122,20.491,8,2.9
2019,JAN,3,23,0,30.6,37.678,20.557,17,2.3
2019,JAN,3,23,10,29.6,37.4588,20.4962,9,2.9
2019,JAN,4,0,16,12.7,37.6165,20.465,9,2.6
2019,JAN,4,0,40,37.4,37.6305,20.8523,10,2.9
2019,JAN,4,1,12,0.7,37.619,20.644,8,2.2
2019,JAN,4,1,14,50.6,37.4323,20.3015,8,2.8
2019,JAN,4,2,31,51.9,37.6378,20.963,23,2.4
2019,JAN,4,2,56,1,37.635,20.564,13,2.4
2019,JAN,4,3,13,6.3,34.2748,25.2175,13,2.9
2019,JAN,4,3,13,41.9,37.6593,20.5075,10,2.1
2019,JAN,4,3,20,56.3,34.791,22.7707,54,2.8
2019,JAN,4,5,41,17.1,37.3935,20.5598,10,2.8
2019,JAN,4,6,0,48.7,37.633,20.5092,13,3.1
2019,JAN,4,6,7,8.2,37.4387,20.4972,11,2.7
2019,JAN,4,6,37,58.8,37.6933,20.8785,9,2.3
2019,JAN,4,7,25,16.6,39.9758,20.546,8,2.3
2019,JAN,4,7,57,1.4,37.5435,20.6517,14,2.3
2019,JAN,4,10,45,4.2,40.0173,20.5797,31,2.7
2019,JAN,4,11,25,42.1,37.5947,20.6263,9,2.2
2019,JAN,4,11,45,43.6,37.1713,20.6322,12,3.6
2019,JAN,4,12,0,11.6,37.4702,20.8102,27,2.4
2019,JAN,4,14,5,26.4,37.683,20.557,7,2
2019,JAN,4,14,28,9.1,37.3618,20.5472,6,2.3
2019,JAN,4,17,49,28.2,38.201,23.3787,7,1.6
2019,JAN,4,18,30,17.7,37.4107,20.7743,12,2
2019,JAN,4,18,49,3.8,37.681,20.6955,17,2.5
2019,JAN,4,19,27,38.1,40.1651,19.8019,3,4.6
2019,JAN,4,20,58,15.5,37.5053,20.6628,10,2.8
