YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LATITUDE,LONGITUDE,DEPTH,MAGNITUDE
1995,JAN,1,9,47,28.4,39.83,23.08,25,2.8
1995,JAN,1,10,3,22.3,39.33,22.81,31,3
1995,JAN,1,10,4,17.8,39.38,23.19,34,3.1
1995,JAN,1,17,21,36.8,38.23,20.56,5,3.7
1995,JAN,2,2,13,18.3,37.41,20.34,10,3
1995,JAN,2,12,36,8.6,38.22,22.01,13,3.7
1995,JAN,2,12,54,33.5,38.18,21.86,37,3
1995,JAN,2,17,32,16.9,38.07,21.84,35,3
1995,JAN,2,17,34,4,38.18,22.19,5,3.1
1995,JAN,2,23,28,3.4,35.9,22.04,10,3.1
1995,JAN,3,1,28,14.7,39.3,20.41,5,3.7
1995,JAN,3,7,59,12.4,37.52,23.65,5,2.9
1995,JAN,3,8,34,13.4,37.88,23.16,45,2.8
1995,JAN,3,20,34,3.7,35.39,24.41,14,3.8
1995,JAN,3,22,51,50.1,35.08,23.38,29,4.4
1995,JAN,3,23,37,27.6,37.77,21.51,29,3.4
1995,JAN,4,0,26,34.4,37.58,21.47,6,3.1
1995,JAN,4,23,6,12.9,38.06,21.27,5,3
1995,JAN,4,23,58,34.3,34.71,21.96,32,4.2
1995,JAN,5,4,48,3.5,40.86,23.03,5,3.8
1995,JAN,5,5,28,50.8,38.19,21.32,5,3.1
1995,JAN,5,14,29,39.3,40.86,22.97,10,3.5
1995,JAN,5,20,57,43.6,39.74,25.67,18,3.9
1995,JAN,5,21,45,59.8,36.58,24.73,10,3.3
1995,JAN,5,23,30,32.1,39.89,19.76,10,3.4
1995,JAN,6,2,1,0.9,38.3,21.97,46,3.2
1995,JAN,6,2,44,51,37.24,28.04,5,3.7
1995,JAN,6,4,39,19.9,38.26,22.02,50,3.1
1995,JAN,6,9,30,24.4,40.77,22.97,10,3.2
1995,JAN,6,18,12,28,36.06,26.93,21,3.9
1995,JAN,6,19,45,44.9,41.99,19.38,39,4.1
1995,JAN,7,8,44,35.5,39.1,21.81,5,3.1
1995,JAN,7,14,22,33.6,38.22,20.54,7,3.3
1995,JAN,7,20,30,48.7,37.85,19.94,5,4.7
1995,JAN,8,10,58,48.3,37.2,22.11,5,2.8
1995,JAN,8,13,8,54.8,39.35,25.5,14,4
1995,JAN,8,20,38,23,38.63,20.42,5,3.4
1995,JAN,9,16,22,41.5,39.97,19.77,10,3.2
1995,JAN,9,17,39,35.6,39.24,27.7,5,4
1995,JAN,9,21,47,7.8,35.52,23.01,10,3.1
