YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LATITUDE,LONGITUDE,DEPTH,MAGNITUDE
1976,JAN,1,0,4,4,38.5,21.7,0,4.3
1976,JAN,1,0,15,18,38.4,21.8,0,2.8
1976,JAN,1,1,21,20,38.5,21.7,0,2.8
1976,JAN,1,1,40,56,38.5,21.7,0,2.8
1976,JAN,1,2,7,37,38.4,21.7,0,3.2
1976,JAN,1,2,19,15,38.4,21.6,0,3.5
1976,JAN,1,3,4,38,38.5,21.7,0,2.8
1976,JAN,1,3,40,48,38.4,21.7,0,2.7
1976,JAN,1,4,29,52,38.5,21.5,0,2.8
1976,JAN,1,7,55,41,35.8,23.3,0,3.6
1976,JAN,1,8,1,16,38.5,21.6,0,3.1
1976,JAN,1,9,21,9,38.4,21.7,0,3
1976,JAN,1,11,48,30,38.5,21.7,0,2.9
1976,JAN,1,12,4,9,38.5,21.7,0,3.1
1976,JAN,1,13,34,12,38.5,21.7,0,3.4
1976,JAN,1,14,2,2,38.5,21.7,0,2.7
1976,JAN,1,16,10,40,38.3,23.9,0,2.9
1976,JAN,1,20,5,50,38.5,21.7,0,3.1
1976,JAN,1,20,9,33,38.5,21.7,0,3.2
1976,JAN,1,22,12,9,38.5,21.7,0,2.9
1976,JAN,1,22,14,43,38.5,21.7,0,3.1
1976,JAN,2,1,10,5,38.5,21.6,0,2.9
1976,JAN,2,1,42,15,38.5,21.7,0,2.8
1976,JAN,2,2,47,49,38.5,21.7,0,3.4
1976,JAN,2,11,10,44,38.3,21.5,0,3.2
1976,JAN,2,22,44,42,38.5,21.7,0,4.1
1976,JAN,3,0,5,42,38.4,21.7,0,3.1
1976,JAN,3,0,15,44,37.5,23.2,0,2.6
1976,JAN,3,4,30,19,38.5,21.7,0,3.2
1976,JAN,3,5,54,32,38.5,21.6,0,3.9
1976,JAN,3,13,16,25,38.5,21.6,0,4.1
1976,JAN,3,13,50,8,38.7,21.7,0,3.6
1976,JAN,3,14,45,48,38.5,21.7,0,3.5
1976,JAN,3,15,3,49,38.5,21.7,0,4
1976,JAN,3,15,44,9,38.5,21.7,0,3.6
1976,JAN,3,16,17,9,38.5,21.7,0,3.2
1976,JAN,3,16,59,46,38.5,21.7,0,3.1
1976,JAN,3,17,45,59,38.5,21.7,0,3.2
1976,JAN,3,22,45,23,38.5,21.7,0,3.2
1976,JAN,4,3,5,59,38.4,21.7,0,2.9
1976,JAN,4,17,59,15,37.2,23.8,0,2.6
1976,JAN,4,23,48,25,38,21.8,0,2.6
1976,JAN,6,16,40,9,37.7,21.5,0,3.2
1976,JAN,6,20,11,27,38.5,21.7,0,3.4
1976,JAN,7,6,14,35,39.2,23.3,0,3.2
1976,JAN,7,12,14,43,38.4,21.6,0,3
1976,JAN,7,13,52,30,38.4,21.6,0,3.1
1976,JAN,8,8,39,49,38.4,21.8,0,3.2
1976,JAN,8,15,47,46,38.4,21.9,0,2.8
1976,JAN,8,19,4,22,38.2,21.9,0,3.2
1976,JAN,9,2,19,44,36.5,21.6,0,3.6
1976,JAN,10,3,1,16,38.4,21.8,0,3.1
1976,JAN,10,7,11,17,36.9,27.7,0,4.3
1976,JAN,10,14,41,44,38.4,21.8,0,3
1976,JAN,10,21,39,32,38.3,21.8,0,3.3
1976,JAN,11,1,51,36,38.25,22.25,0,3.1
1976,JAN,11,2,55,16,37.75,21.25,0,3.2
1976,JAN,11,3,59,5,38.4,21.7,0,3.3
1976,JAN,11,4,27,26,36.6,26.4,0,3.6
1976,JAN,11,4,55,12,36.5,22.8,0,3.2
1976,JAN,11,15,0,10,38.5,22.6,0,3.1
1976,JAN,12,10,22,35,35.6,22.4,0,3.4
1976,JAN,12,19,55,34,38.5,21.7,0,3.3
1976,JAN,12,22,36,47,38.5,21.7,0,3.2
1976,JAN,13,4,40,38,38.4,21.7,0,3.2
1976,JAN,13,20,33,26,36.5,23.1,0,3.1
1976,JAN,13,20,47,13,37,28,0,3.8
1976,JAN,14,10,31,1,38.5,21.8,0,3.9
1976,JAN,14,18,14,31,34.8,24,0,4.1
1976,JAN,17,15,0,38,38.8,23.9,0,2.9
1976,JAN,17,18,8,17,37.6,23.3,0,2.9
1976,JAN,17,21,50,32,37.1,22.1,0,3
1976,JAN,18,6,37,25,38.6,22.6,0,2.4
1976,JAN,18,15,10,30,38.7,20.4,0,5.2
1976,JAN,18,19,38,20,39.6,26.5,0,3.7
1976,JAN,19,13,7,5,38.4,21.8,0,3
1976,JAN,20,0,2,50,38.4,21.8,0,3.3
1976,JAN,20,1,25,0,38.4,21.7,0,3.2
1976,JAN,20,1,57,46,38.5,21.7,0,3.2
1976,JAN,20,3,22,40,38.3,20,0,4
1976,JAN,20,4,21,16,37.7,20.1,0,3.8
1976,JAN,20,12,44,15,38.4,21.7,0,3.6
1976,JAN,20,13,31,7,38.4,21.6,0,3.3
1976,JAN,21,22,18,2,37.8,21.4,0,3.8
1976,JAN,22,22,13,11,38.1,21.6,0,3.1
1976,JAN,23,12,2,34,37.2,22.4,0,3
1976,JAN,23,21,44,8,38.3,22.7,0,2.7
1976,JAN,27,23,21,34,38.2,22.1,0,3.5
1976,JAN,29,0,46,55,38.5,21.7,0,3.1
1976,JAN,29,11,38,19,38.5,21.7,0,3.2
1976,JAN,29,13,38,56,38.4,21.7,0,3.3
1976,JAN,29,16,52,35,38.4,21.7,0,3.2
1976,JAN,29,16,53,23,38.4,21.7,0,3.4
1976,JAN,30,1,51,45,37,27.8,0,3.7
1976,JAN,30,9,47,46,37.1,26.8,0,3.8
1976,JAN,30,17,48,10,38.9,21.7,0,3.2
1976,FEB,1,0,25,40,38.5,24.9,0,2.9
1976,FEB,1,2,17,10,36.4,21.7,0,3.4
1976,FEB,1,4,14,28,39.3,25,0,3.6
1976,FEB,1,9,36,23,38.6,20,0,3.9
1976,FEB,1,13,21,46,38.6,20.1,0,4.4
1976,FEB,1,14,46,1,35.9,22,0,4.1
1976,FEB,1,21,39,0,38.25,21.75,0,3.1
1976,FEB,1,21,40,16,38.25,21.75,0,2.9
1976,FEB,1,23,6,58,39.2,24.4,0,3.1
1976,FEB,1,23,33,5,36.5,22.1,0,3.7
1976,FEB,2,10,50,23,38.3,22.7,0,2.8
1976,FEB,2,12,13,1,39.5,21,0,3.8
1976,FEB,2,13,37,56,40.2,25.8,0,4
1976,FEB,4,2,34,32,39.3,24.2,0,4.2
1976,FEB,4,2,38,44,39.3,24.3,0,3.2
1976,FEB,4,2,42,14,39.25,24.25,0,3
1976,FEB,4,5,28,23,39.3,24.4,0,3
1976,FEB,4,5,53,49,39.3,24.2,0,2.9
1976,FEB,4,13,49,54,39.3,24.2,0,2.9
1976,FEB,4,16,9,14,38.5,23,0,2.8
1976,FEB,4,16,37,19,39.25,24.5,0,3.1
1976,FEB,5,10,51,31,38.75,25,0,2.9
1976,FEB,5,19,38,15,37.6,23.4,0,3.3
1976,FEB,6,5,41,35,38,24.2,0,3.1
