YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LATITUDE,LONGITUDE,DEPTH,MAGNITUDE
1984,JAN,1,4,12,57.5,37.53,22.63,5,2.9
1984,JAN,1,15,59,9.9,38.79,24.89,37,3.2
1984,JAN,2,4,13,31.6,36.84,21.53,5,3.4
1984,JAN,2,7,7,28.2,38.26,21.97,13,3.9
1984,JAN,2,7,14,21.7,38.22,21.95,11,2.9
1984,JAN,2,22,25,25.3,35.24,23.42,27,3.7
1984,JAN,3,1,5,0.3,38.27,21.99,20,3.6
1984,JAN,3,2,50,43.4,37.97,21.94,41,3.5
1984,JAN,3,10,11,5.6,38.43,21.99,5,3.1
1984,JAN,3,10,17,50.5,38.18,21.89,17,3.1
1984,JAN,3,13,6,47,38.98,24.34,36,3
1984,JAN,3,13,25,12.6,38.27,22.02,13,3.1
1984,JAN,3,14,43,55.1,38.3,21.95,12,3.4
1984,JAN,3,15,29,56.9,38.24,21.98,17,3.1
1984,JAN,3,16,1,34.6,37.36,20.94,5,3.4
1984,JAN,3,16,7,2.1,38.41,23.4,12,2.7
1984,JAN,3,17,29,20.8,38.24,21.86,20,3
1984,JAN,3,17,34,43.9,38.21,21.99,11,3.1
1984,JAN,3,17,55,20.4,38.26,22.07,7,2.9
1984,JAN,3,21,46,18.9,38.28,21.97,17,3.3
1984,JAN,3,21,49,37.9,38.23,21.93,14,3
1984,JAN,3,21,51,32.8,37.33,20.9,5,3.5
1984,JAN,4,0,16,19,35.01,23.05,16,4.3
1984,JAN,4,11,33,13.2,39.68,24.94,15,3.2
1984,JAN,4,15,5,21.8,38.43,22.09,5,3
1984,JAN,4,16,34,2.2,38.33,24.8,41,2.8
1984,JAN,4,20,42,25.8,37.17,21.26,5,3.4
1984,JAN,5,7,4,17.1,38.36,21.96,19,3.1
1984,JAN,5,15,10,0.8,38.25,22.26,5,2.9
1984,JAN,5,17,38,29.2,38.1,22.02,14,3
1984,JAN,5,21,46,53.1,35.48,24.06,5,3.7
1984,JAN,6,5,3,20.9,38.52,23.63,8,2.6
1984,JAN,6,15,42,44.3,37.17,20.6,5,3.6
1984,JAN,6,19,38,20.7,35.25,26.73,6,4
1984,JAN,6,21,46,9.5,37.51,22.63,5,3
1984,JAN,7,2,57,51.5,39.98,19.83,5,4.2
1984,JAN,7,3,42,0.1,40.47,25.13,12,3.8
1984,JAN,7,16,39,23.9,38.24,21.97,5,3
1984,JAN,8,8,54,10.3,35.42,22.46,41,4
1984,JAN,8,10,1,28.3,38.17,22.63,15,2.7
1984,JAN,9,14,24,55.9,35.11,23.28,28,3.7
1984,JAN,9,14,31,53.5,35.05,23.1,14,3.9
1984,JAN,11,4,33,39.4,37.72,22.06,5,3
1984,JAN,12,3,44,51.5,37.19,21.52,5,4.2
1984,JAN,13,17,51,53,38.48,20.5,5,4.1
1984,JAN,13,18,44,21.3,39.33,21.48,5,3.4
1984,JAN,13,19,41,53.9,41.5,19.81,29,4.5
1984,JAN,13,21,35,26.4,35.21,24.63,5,3.8
1984,JAN,13,23,14,8.7,35.65,26.22,5,3.9
1984,JAN,13,23,36,50,40.41,19.07,41,4
1984,JAN,14,17,23,25.6,38.71,24.94,11,3.5
1984,JAN,14,22,15,5.5,35.23,24.45,66,4.8
1984,JAN,15,16,25,52.6,39.72,23.29,5,3.2
1984,JAN,15,22,25,49.9,38.13,23.42,5,2
1984,JAN,16,1,28,49.5,37.88,20.1,5,4.3
1984,JAN,16,10,22,54.9,39.38,20.2,33,3.9
1984,JAN,16,22,54,1.9,38.15,22.19,27,3.3
1984,JAN,17,19,46,27.4,38.37,22.23,14,3
1984,JAN,18,2,18,11.3,37.64,22.84,24,2.7
1984,JAN,18,2,28,20.6,37.46,23.43,5,2.7
1984,JAN,18,3,6,33.8,38.16,22.12,8,3.6
1984,JAN,18,3,17,48.2,38.15,22.06,13,3
1984,JAN,18,3,23,59.7,37.86,21.47,20,3.2
1984,JAN,18,3,55,49.8,38.29,22.1,13,3.1
1984,JAN,18,4,26,4.8,37.23,20.61,14,3.8
1984,JAN,18,15,0,38.9,38.37,22.02,5,3.8
1984,JAN,18,19,8,47.5,38.16,20.2,5,3.8
1984,JAN,18,23,14,23.4,38.26,22,28,3.2
1984,JAN,18,23,25,6.3,38.74,21.22,5,3.4
1984,JAN,19,9,9,14.1,38.01,26.02,6,3.9
1984,JAN,19,13,26,42.9,38.28,21.85,24,3.1
1984,JAN,19,15,19,17.6,39.07,25.39,5,3.5
1984,JAN,20,6,53,33.6,37.36,20.86,5,3.6
1984,JAN,21,10,4,6.4,39.31,26.12,7,3.9
1984,JAN,21,12,7,14.5,35.2,26.82,41,4.3
1984,JAN,21,19,12,22,37.48,20.9,5,3.6
1984,JAN,22,7,9,52.7,39.02,22.12,20,3.5
1984,JAN,22,10,44,42,37.61,23.23,45,2.5
1984,JAN,22,11,5,14.2,35.85,22.31,5,3.7
1984,JAN,23,2,2,0.2,38.17,22.04,12,3.3
1984,JAN,23,2,6,49.3,38.24,22.06,5,3.1
1984,JAN,23,7,38,22.9,35.06,23.63,62,4
1984,JAN,23,10,26,39.6,41.69,23.4,34,4.1
1984,JAN,23,13,7,44.7,35.65,22.77,5,3.8
1984,JAN,23,16,2,42.9,38.18,20.31,5,3.8
1984,JAN,23,20,14,3.4,35.18,27.15,14,4.2
1984,JAN,24,8,0,43.5,38.29,20.46,5,3.6
1984,JAN,24,14,38,37.1,39.68,25.79,33,3.7
1984,JAN,24,15,57,52,38.82,21.68,20,3.2
1984,JAN,27,21,51,36.4,40.48,25.04,24,3.9
1984,JAN,28,1,30,15.6,40.45,25,13,3.8
1984,JAN,28,16,37,54.8,37.89,22.94,5,2.5
1984,JAN,28,17,41,55,37.79,23.07,55,2.8
1984,JAN,28,18,40,29.5,39.27,20.52,5,3.8
1984,JAN,28,21,1,42.5,38.29,21.91,29,3.1
1984,JAN,29,18,4,8.9,37.63,23.13,26,2.6
1984,JAN,29,21,4,6.4,35.82,22.25,5,3.6
1984,JAN,30,0,54,58.9,39.31,22.46,35,3.3
1984,JAN,30,9,47,3,38.18,20.62,5,3.8
1984,JAN,31,0,11,22.5,38.55,21.32,5,3.3
1984,JAN,31,15,51,35,37.12,28.09,17,4.2
1984,FEB,2,17,26,29.6,37.8,22.3,25,2.9
1984,FEB,3,15,21,55.7,37.84,24.16,7,2.2
1984,FEB,5,0,20,18.9,37.27,28.67,19,4.9
1984,FEB,5,1,30,27.9,37.81,23.02,25,2.5
1984,FEB,5,12,59,58.2,38.24,21.97,15,3.1
1984,FEB,5,21,7,43.6,37.1,28.87,5,4.2
1984,FEB,5,23,11,18.8,40.1,24.39,31,3.7
1984,FEB,6,4,3,24.7,37.18,28.47,20,4.2
1984,FEB,6,7,59,40.7,36.29,26.96,5,4.2
1984,FEB,7,1,38,55.6,37.92,22.06,5,4
1984,FEB,7,9,24,1.3,36.07,23.42,5,3.5
1984,FEB,7,18,28,19,40.57,21.61,9,3.9
1984,FEB,9,1,51,1.4,40.62,21.06,5,4.6
1984,FEB,9,19,50,11.6,39.46,24.14,41,2.9
1984,FEB,10,9,16,56.3,38.4,23.85,29,3.1
1984,FEB,11,4,39,38.9,38.27,21.93,18,3.4
1984,FEB,11,5,4,4.9,38.24,21.87,23,3.2
1984,FEB,11,5,42,43.5,38.23,21.91,13,3.1
1984,FEB,11,8,2,51.2,38.32,21.93,24,5.1
1984,FEB,11,8,12,45.8,36.56,28.98,80,4.4
1984,FEB,11,8,16,41.8,38.24,21.86,19,3.1
1984,FEB,11,8,18,58.1,38.35,21.96,5,3.1
1984,FEB,11,9,22,1.9,38.26,21.9,14,3.2
