1966,JAN,2,20,56,8,37.8,23,0,4.2
1966,JAN,2,23,12,16.9,37.8,23.1,0,5
1966,JAN,14,2,14,3.7,36.75,23.25,0,3.5
1966,JAN,14,15,29,39.8,37.4,22,0,3.4
1966,JAN,15,18,7,41.6,36.6,23.1,0,4.7
1966,JAN,16,10,43,5,36.75,23,0,3.4
1966,JAN,16,20,15,24.6,35.4,25.8,0,4.4
1966,JAN,17,20,4,58.1,38.1,22,50,4.3
1966,JAN,18,21,20,3.4,35.2,23.7,50,4.1
1966,JAN,20,0,39,0.5,39.02,24.4,0,4.4
1966,JAN,22,5,1,36.4,39.2,21.5,0,3.8
1966,JAN,24,18,46,24,36.8,22.6,0,4.1
1966,JAN,26,13,30,20.2,39.2,21.2,0,4.2
1966,JAN,30,3,1,48.4,39.1,21.4,0,3.8
1966,JAN,31,4,30,50,39.1,21.5,0,3.8
1966,JAN,31,9,54,54.7,39.1,21.3,0,4
1966,FEB,3,4,26,19.2,39.2,23.1,0,3.5
1966,FEB,4,8,37,56.4,34.2,23.9,0,4.6
1966,FEB,5,2,1,42.8,39.1,21.6,0,5.9
1966,FEB,5,2,11,2,39.2,21.5,0,4.7
1966,FEB,5,2,56,16.8,39,21.8,0,3.8
1966,FEB,5,2,57,58.1,39,21.9,0,5.2
1966,FEB,5,9,47,57.3,39.2,21.6,0,3.7
1966,FEB,5,12,38,35.1,39.3,21.7,0,3.7
1966,FEB,6,0,35,4.4,39.1,21.8,0,3.6
1966,FEB,6,13,24,32,39.2,21.5,0,4
1966,FEB,6,15,9,13.4,39.3,21.3,0,3.8
1966,FEB,10,13,21,42.5,39,21.9,0,3.7
1966,FEB,10,16,10,41.6,39.3,21.3,0,3.8
1966,FEB,11,5,41,21.6,39.2,21.4,0,3.8
1966,FEB,12,13,36,13.4,39.3,21.4,0,4.4
1966,FEB,14,17,57,49,34.9,27.1,0,4.7
1966,FEB,14,20,16,48.6,39.3,21.2,0,4.1
1966,FEB,17,7,37,42.8,39.1,21.6,0,3.7
1966,FEB,17,10,41,20.2,39.1,21.7,0,3.8
1966,FEB,17,22,4,9.4,39.1,21.7,0,3.6
1966,FEB,19,10,22,25.2,39.2,21.7,0,3.7
1966,FEB,21,9,29,59.4,39.25,22,0,3.5
1966,FEB,27,14,43,37.5,39.2,21.6,0,3.6
1966,MAR,8,13,32,27.3,38.5,23.9,0,3.4
1966,MAR,8,18,51,39.2,39.2,21.2,0,4.4
1966,MAR,8,20,29,37.5,36.7,25.7,0,3.7
1966,MAR,11,20,1,42.1,34.3,24,0,4.5
1966,MAR,11,20,19,10.7,39.25,21.25,0,4.4
1966,MAR,13,19,35,49.1,39,21.6,0,4.4
1966,MAR,14,14,8,34,39.4,21.1,0,4.6
1966,MAR,21,14,32,31.3,39.1,21.7,0,3.6
1966,MAR,26,20,17,27.6,39.2,21.5,0,3.8
1966,MAR,27,3,9,8.9,39.25,24,0,3.6
1966,MAR,27,14,29,53.7,37,26.9,0,4
1966,MAR,27,22,23,42.6,37,26.9,0,4.1
1966,MAR,27,23,58,58,37,26.9,0,4.3
1966,MAR,28,1,15,19.8,37,26.9,0,4.1
1966,MAR,28,4,4,34.1,39.4,21.4,0,4
1966,MAR,28,23,46,49.3,37,26.9,0,4
1966,MAR,29,0,8,36.3,37,26.9,0,4.3
1966,MAR,29,7,24,51.9,37,26.9,0,4.2
1966,MAR,29,15,16,31.7,37,26.9,0,4.3
1966,APR,1,13,14,55.9,39.2,21.2,0,4.4
1966,APR,3,11,36,18.7,39.2,21.3,0,4.6
1966,APR,5,8,7,20.4,39.4,21.7,0,4.2
1966,APR,5,13,57,24.8,39.2,21.3,0,3.8
1966,APR,7,0,40,25.6,37,27,0,4.1
1966,APR,7,3,25,42.4,37.8,21,0,4.6
1966,APR,9,0,23,41,38.7,23,0,3
1966,APR,12,17,25,42.6,37.7,21.4,0,3.5
1966,APR,14,18,51,43.6,34.7,23.8,0,4.3
1966,APR,17,7,36,40,39.2,24.5,0,3.5
1966,APR,18,8,37,5.8,39.1,21.5,0,3.7
1966,APR,18,9,59,15.3,39,21.5,0,4.3
1966,APR,19,12,26,47.2,37.8,22.1,0,3.8
1966,APR,20,21,41,18.6,36.7,21.5,0,3.8
1966,APR,23,11,8,3.5,39.2,21.2,0,4.2
1966,APR,25,2,39,35.8,36.75,21.75,50,3.7
1966,APR,28,11,47,26.3,39.4,20.9,50,4.4
1966,MAY,4,6,36,50.2,39.3,21.3,0,5.5
1966,MAY,4,7,38,50.8,39.2,21.3,0,4.2
1966,MAY,4,21,48,55.3,37.8,27.9,0,4.6
1966,MAY,6,19,46,29.5,37.2,22.2,0,3.6
1966,MAY,7,13,8,14.4,37.7,27.9,0,4.9
1966,MAY,8,3,48,38,39.3,21.4,0,3.8
1966,MAY,9,0,42,55.3,34.5,26.5,0,5.4
1966,MAY,14,23,0,29.5,36.5,21.9,0,4.5
1966,MAY,15,8,29,30.8,39.2,21,0,3.9
1966,MAY,15,10,11,7.2,35.25,26.75,0,4.7
1966,MAY,15,17,41,50.9,37,22,0,3.4
1966,MAY,21,22,14,24.6,37.7,22.9,50,3.4
1966,MAY,22,7,37,24.1,38.7,27.8,0,4.5
1966,MAY,22,11,15,36.2,39.3,20.8,0,4
1966,MAY,24,7,33,51.9,39.5,20.5,0,4.2
1966,MAY,24,9,39,22,37.25,21.75,0,4.5
1966,MAY,24,11,9,21.5,37.5,21.9,0,4.2
1966,MAY,24,17,43,29.9,35.2,24.6,0,4.1
1966,MAY,25,4,10,7.4,37.2,21.8,0,3.5
1966,MAY,25,9,6,53,40,19.5,0,4.6
1966,MAY,26,6,32,16.3,39,21.3,0,3.8
1966,MAY,27,15,45,11,37.7,22,0,3.3
1966,JUN,2,22,51,23,38.7,27.4,0,4.4
1966,JUN,3,1,31,52.6,37.7,21.9,0,3.3
1966,JUN,4,1,5,13,36.9,23.5,0,3.2
1966,JUN,4,2,21,1.8,37.5,20.5,0,4
1966,JUN,5,20,51,57.3,37.25,21.75,0,3.9
1966,JUN,6,19,38,40.6,37.4,22.3,80,3.6
1966,JUN,8,8,2,11.3,37.2,21.8,0,3.5
1966,JUN,8,8,39,0,39.3,22.1,0,3.6
1966,JUN,8,20,15,0.4,37.2,22.1,0,3.4
1966,JUN,11,10,21,52,38.8,21.5,0,4.2
1966,JUN,11,12,5,3.1,37.2,21.5,0,4.3
YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LATITUDE,LONGITUDE,DEPTH,MAGNITUDE
1966,JUN,13,11,44,52,39.5,21,0,4
1966,JUN,16,18,14,54.5,38.4,23.85,0,3.3
1966,JUN,18,18,56,17,37.6,21.9,0,3.3
1966,JUN,18,23,46,23.1,37.5,21.8,0,3.4
1966,JUN,19,1,10,36.2,37.7,21.9,0,3.5
1966,JUN,19,17,55,27.8,38.7,27.3,0,4.7
1966,JUN,23,11,20,2.3,37.4,21.8,0,3.7
1966,JUN,23,21,2,53.7,39.2,22.1,0,3.6
1966,JUN,24,1,24,29.3,39.2,21.3,0,3.8
1966,JUN,24,22,34,24,38.7,21.6,0,4.4
1966,JUN,25,17,5,2.5,38.75,23.25,0,4
1966,JUN,25,17,27,49.5,39,23.25,0,4
1966,JUN,28,17,0,56.7,39.25,27.5,0,4.3
1966,JUN,30,19,21,30,41,20.9,0,4.5
1966,JUL,3,12,35,29.1,36.1,26.5,0,4.1
1966,JUL,5,17,10,50.9,37.2,23.2,0,3.3
1966,JUL,5,18,2,16.8,38,22.75,0,3.1
1966,JUL,9,3,28,17,37.9,21.9,0,3.6
1966,JUL,9,11,14,10,37.3,22,0,3.6
1966,JUL,9,11,26,53.7,37.2,21.8,0,3.6
1966,JUL,12,2,56,23.6,35.5,22.45,0,4.9
1966,JUL,13,9,7,54.8,37.25,21.8,0,3.5
1966,JUL,13,23,15,11.2,37.8,22.7,0,3
1966,JUL,15,23,50,7.2,38.9,21.45,0,4.2
1966,JUL,17,19,39,45.9,37.05,27.25,0,4
