YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LATITUDE,LONGITUDE,DEPTH,MAGNITUDE
1974,JAN,3,7,39,47,39.6,26.6,0,4.3
1974,JAN,4,1,22,32,37.8,21.2,0,3.3
1974,JAN,4,3,45,33,37.1,21.4,0,3.3
1974,JAN,4,10,44,22,39.1,24.4,0,3.1
1974,JAN,4,12,30,15,39.6,26.7,0,3.7
1974,JAN,4,21,26,37,37.1,20.3,0,3.7
1974,JAN,5,2,32,2,39.5,27.4,0,3.4
1974,JAN,5,8,19,46,38.7,26.9,0,3.6
1974,JAN,5,8,24,44,38.7,27.2,0,3.1
1974,JAN,5,8,45,15,38.4,22.6,0,2.7
1974,JAN,6,7,46,3,35.2,27.8,0,4.3
1974,JAN,6,23,24,12,40,24.5,0,3.8
1974,JAN,6,23,49,48,39.9,24.5,0,3.6
1974,JAN,7,3,31,4,39.8,24.5,0,3.1
1974,JAN,7,4,49,3,38.2,20.3,0,3.7
1974,JAN,7,7,20,11,39,23.1,0,2.8
1974,JAN,8,17,37,26,38.3,22.6,0,2.8
1974,JAN,9,3,44,41,35.1,22.8,0,3.3
1974,JAN,9,19,22,6,39,23.3,0,3.3
1974,JAN,11,21,15,1,40.1,24.5,0,3.9
1974,JAN,13,2,28,10,37.2,21.6,0,3.3
1974,JAN,13,2,54,5,39,21.1,0,3.6
1974,JAN,15,1,18,58,39.2,21.6,0,3
1974,JAN,15,10,6,43,38,22.2,0,3
1974,JAN,15,17,34,15,37.4,21.1,0,3.9
1974,JAN,17,1,36,41,37.1,28.6,0,4
1974,JAN,17,20,33,34,35.3,27.6,0,3.7
1974,JAN,18,4,18,38,34.9,24.6,0,3.4
1974,JAN,18,10,57,14,40.4,28.8,0,4.5
1974,JAN,18,14,26,3,40.2,21.2,0,3.9
1974,JAN,18,15,39,28,36.2,23.1,0,3.2
1974,JAN,18,18,38,41,37.1,21.1,0,3.5
1974,JAN,18,19,43,2,40.3,24.6,0,3
1974,JAN,19,4,39,28,35.7,24.4,0,3.5
1974,JAN,20,2,14,20,36.7,22.9,0,3.1
1974,JAN,20,5,29,33,38.7,22.8,0,3
1974,JAN,21,0,13,12,36.2,27.9,50,3.6
1974,JAN,21,16,57,5,38.1,21.4,0,3
1974,JAN,22,6,8,45,38.4,24.2,0,2.8
1974,JAN,22,21,15,34,35.2,23.8,0,3.4
1974,JAN,22,21,17,41,38.7,20.3,0,3.6
1974,JAN,23,1,44,14,37.2,21.8,100,3.3
1974,JAN,24,9,40,15,38.4,20.2,0,4.3
1974,JAN,24,21,39,34,37,20.8,0,3.5
1974,JAN,26,21,38,40,39,23.2,0,2.8
1974,JAN,27,10,31,2,38.9,19.5,0,3.9
1974,JAN,27,14,46,1,38.1,20.1,0,3.3
1974,JAN,27,21,6,18,35.3,25.3,0,4.1
1974,JAN,27,23,10,36,36.5,25.7,0,3.5
1974,JAN,28,5,33,2,35.6,21.6,0,3.9
1974,JAN,28,5,42,39,39.7,25.6,0,3.7
1974,JAN,29,8,57,57,40.3,26,0,3.8
1974,JAN,29,15,12,43,38.3,22,0,4
1974,JAN,29,16,38,49,38.3,21.7,0,3.1
1974,JAN,29,18,1,48,39.8,25.6,0,3.5
1974,JAN,29,22,3,20,37.4,20.9,0,3.5
1974,JAN,29,23,21,38,34.8,22.8,0,3.7
1974,JAN,30,0,28,8,35.5,22.2,0,3.7
1974,JAN,31,8,30,31,39.3,22.2,0,2.9
1974,JAN,31,10,32,53,38.5,23.7,0,3.2
1974,JAN,31,12,36,42,38.5,23.7,0,2.5
1974,FEB,1,3,42,23,38.5,23.7,0,2.7
1974,FEB,2,1,37,17,38.6,27.1,0,3.8
1974,FEB,3,1,52,58,38.6,27.1,0,3.7
1974,FEB,3,15,45,22,38.6,27.1,0,3.7
1974,FEB,4,23,37,57,39.8,26.8,0,3.7
1974,FEB,4,23,41,19,38.8,24.6,0,3
1974,FEB,5,2,27,26,39.7,26.9,0,3.9
1974,FEB,5,12,46,25,37.2,20.8,0,3.6
1974,FEB,5,15,5,26,36.7,26.8,150,4.2
1974,FEB,6,4,57,57,39.3,23,0,2.8
1974,FEB,6,10,35,13,38.1,26,0,3.5
1974,FEB,6,17,36,40,38.1,25.9,0,3.4
1974,FEB,7,0,3,10,37,23.1,0,3
1974,FEB,7,3,34,25,37.1,23,0,2.9
1974,FEB,7,8,46,47,39.8,27,0,4.3
1974,FEB,7,8,49,42,39.7,26.9,0,4
1974,FEB,9,3,30,17,37.4,22,0,3.2
1974,FEB,9,15,23,12,37,20.6,0,3.5
1974,FEB,9,17,58,28,35.1,23.6,0,3.5
1974,FEB,9,20,53,23,38.7,24.1,0,2.8
1974,FEB,10,10,7,39,37.2,21.1,0,3.5
1974,FEB,10,19,2,10,38.8,24,0,2.6
1974,FEB,12,5,40,39,37.4,21,0,3.4
1974,FEB,12,11,59,28,38.6,27.1,0,3.2
1974,FEB,12,20,44,54,41,23.5,0,3.2
1974,FEB,13,11,54,45,37.8,26.8,0,3
1974,FEB,15,1,9,29,36.4,26.2,0,3.8
1974,FEB,16,5,16,44,38.9,22.9,0,3.1
1974,FEB,16,13,48,18,38.9,22.6,0,2.9
1974,FEB,16,21,40,26,36.9,20.6,0,3.7
1974,FEB,17,3,26,23,36.2,21.7,0,3.4
1974,FEB,17,5,3,4,37.7,21.8,0,3.8
1974,FEB,17,11,38,9,37.2,20.7,0,4
1974,FEB,17,11,59,21,36.9,20.7,0,3.9
1974,FEB,17,12,14,15,37.2,20.8,0,3.1
1974,FEB,17,12,15,6,37,20.9,0,4
1974,FEB,17,13,35,27,38,21.3,0,3.3
1974,FEB,17,16,57,46,37.1,20.9,0,3.5
1974,FEB,17,22,27,24,35.9,23.3,0,3.2
1974,FEB,18,8,9,42,37,20.9,0,3.6
1974,FEB,19,14,11,5,38.7,21.2,0,3.2
1974,FEB,19,15,49,33,39,23.7,0,3.4
1974,FEB,19,19,49,53,37.2,20.7,0,3.2
1974,FEB,19,22,56,9,37.5,21,0,3.6
1974,FEB,19,23,41,54,36,22.6,0,3.9
1974,FEB,20,23,27,1,39.1,23.5,0,2.9
1974,FEB,21,10,24,15,38.9,22.7,0,3.4
1974,FEB,22,1,47,59,37.5,23.5,50,2.4
1974,FEB,22,15,26,49,39.2,21,0,3.4
1974,FEB,23,20,55,18,38.4,20.4,0,3.8
1974,FEB,23,20,57,58,38.3,20.1,0,3.8
1974,FEB,24,22,48,33,36.9,21.4,0,3
1974,FEB,26,7,32,6,38.5,28,0,3.8
1974,FEB,26,11,13,19,37.4,21,0,4
1974,FEB,26,14,19,20,35.5,23,0,3.5
1974,FEB,27,0,26,37,38,22.9,0,2.9
1974,MAR,1,3,6,48,40.5,20,0,4.3
1974,MAR,1,6,4,48,36.7,25.6,0,3.3
1974,MAR,1,6,47,25,36.8,25.6,0,3.3
1974,MAR,1,7,31,51,38.9,20.4,0,3.7
1974,MAR,1,8,44,14,36.2,20.4,0,3.9
1974,MAR,3,2,10,12,36.7,21.4,0,2.9
1974,MAR,3,8,27,23,37.3,23.2,0,2.9
1974,MAR,4,8,49,4,37.2,20.1,0,3.8
1974,MAR,4,11,10,8,36.4,23.9,0,3
1974,MAR,4,15,30,49,37.3,22,0,2.9
1974,MAR,5,12,38,22,37.4,21,0,3.8
1974,MAR,5,18,59,46,37.2,20.6,0,3.5
1974,MAR,6,21,24,34,37.7,20.7,0,3.6
1974,MAR,7,3,50,34,34.2,25.3,0,3.9
1974,MAR,7,12,7,17,38.9,23.2,0,3.1
1974,MAR,8,2,33,51,34.7,24.5,0,4.3
1974,MAR,8,12,30,15,34.7,24.6,0,4.1
1974,MAR,9,3,52,5,34.7,24.7,0,4
1974,MAR,9,4,12,6,34.7,24.7,0,4.2
1974,MAR,10,12,37,34,38,20.1,0,3.7
1974,MAR,10,19,4,54,37.2,20.9,0,3.5
1974,MAR,10,21,51,3,40.8,21.1,0,4.1
1974,MAR,12,18,21,31,36.7,26.4,0,4.6
1974,MAR,13,3,30,5,37.3,20.9,0,2.6
1974,MAR,13,17,20,42,34.5,24.6,0,4.4
1974,MAR,13,18,17,24,37.3,21,0,3.7
1974,MAR,13,19,25,29,38.8,20.3,0,3.6
1974,MAR,14,20,57,34,41.8,19.4,0,3.9
1974,MAR,15,3,36,47,36.9,20.6,0,3.2
1974,MAR,16,17,50,17,36.3,26.5,0,3.2
1974,MAR,17,13,8,53,38.3,24.2,0,2.8
1974,MAR,17,22,26,30,37.5,21.9,0,2.7
